Id,Compiled,Elements Compiled,Name,Entity,ObjectType,Material Descriptor,Layer Number,Layer Thickness [m],Length [m],Largest Surface Area [m^2],Volume [m^3],Global Warming Potential Manufacturing [kgCO2-eqv] (min),Global Warming Potential Manufacturing [kgCO2-eqv] (mean),Global Warming Potential Manufacturing [kgCO2-eqv] (max),Global Warming Potential Disposal [kgCO2-eqv] (min),Global Warming Potential Disposal [kgCO2-eqv] (mean),Global Warming Potential Disposal [kgCO2-eqv] (max),Global Warming Potential Total [kgCO2-eqv] (min),Global Warming Potential Total [kgCO2-eqv] (mean),Global Warming Potential Total [kgCO2-eqv] (max),Biogenic Carbon [kg C] (min),Biogenic Carbon [kg C] (mean),Biogenic Carbon [kg C] (max),UBP (Total) (min),UBP (Total) (mean),UBP (Total) (max),Total Renewable Primary Energy [kWh oil-eq] (min),Total Renewable Primary Energy [kWh oil-eq] (mean),Total Renewable Primary Energy [kWh oil-eq] (max),Total Non-Renewable Primary Energy [kWh oil-eq] (min),Total Non-Renewable Primary Energy [kWh oil-eq] (mean),Total Non-Renewable Primary Energy [kWh oil-eq] (max)
19942f0dfa,True,3,BSH Träger - rechteckig:Holz 140 x 240,IfcBeam,BSH Träger - rechteckig:Holz 140 x 240,Brettschichtholz C24,0,,15.357,3.6192,0.5053,45.2526,54.3475,63.4424,10.9139,10.9139,10.9139,56.1222,65.2171,74.3119,98.9347,99.0456,99.1565,151063.9827,160824.3575,170584.7323,1776.8319,1791.2506,1805.6693,266.192,302.7935,339.3949
32bb5170ae,True,2,Einlauf Contec Tube:DN75,IfcBuildingElementProxy,Einlauf Contec Tube:DN75,3D-Schnittmaterial,0,,0.54,0.1296,0.0006,1.3104,1.6477,1.9849,1.294,1.5227,1.7514,2.6099,3.1773,3.7447,0.0,0.0,0.0,3303.3,4253.73,5204.16,0.2337,0.3862,0.5388,12.3942,14.3286,16.263
448caec44f,True,7,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas",IfcWindow,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas",Unknown,0,,8.89,6.1341,0.363,249.6579,440.7351,631.8123,22.0828,37.9701,53.8574,271.7406,476.3128,680.8851,0.0,0.0,0.0,433680.87,784244.685,1134808.5,64.4081,143.5379,222.6678,1024.3947,1935.3086,2846.2224
81201c5ae7,True,4,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas (2)",IfcWindow,"Fenster Forster Unico:Kippfenster mit Kettenantrieb, Sage Glas",<Unnamed>,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734607c530,True,5,Floor:3-Schichplatte 19mm,IfcSlab,Floor:3-Schichplatte 19mm,3-Schicht-Platte,0,0.019,13.18,8.3574,0.1512,28.3564,28.3564,28.3564,3.7877,3.7877,3.7877,32.1235,32.1235,32.1235,29.6577,29.6577,29.6577,69178.536,69178.536,69178.536,910.9649,910.9649,910.9649,149.316,149.316,149.316
d648f1c1c4,True,2,Floor:3-Schichtplatte 27mm B/C Rinnen,IfcSlab,Floor:3-Schichtplatte 27mm B/C Rinnen,3-Schicht-Platte,0,0.027,5.21,1.9345,0.0521,9.7709,9.7709,9.7709,1.3052,1.3052,1.3052,11.069,11.069,11.069,10.2194,10.2194,10.2194,23837.313,23837.313,23837.313,313.8973,313.8973,313.8973,51.4508,51.4508,51.4508
38ad939f44,True,2,Floor:3-Schichtplatte 27mm B/C Rinnen (2),IfcSlab,Floor:3-Schichtplatte 27mm B/C Rinnen,3-Schicht-Platte,0,,10.56,5.742,0.1493,28.0,28.0,28.0,3.7401,3.7401,3.7401,31.7198,31.7198,31.7198,29.285,29.285,29.285,68309.229,68309.229,68309.229,899.5176,899.5176,899.5176,147.4397,147.4397,147.4397
bea71849e1,True,3,Floor:Betonauflager,IfcSlab,Floor:Betonauflager,Beton,0,0.29,4.56,4.0436,1.1225,181.5655,215.6165,249.6676,31.8625,32.2754,32.6884,213.428,248.2781,283.1282,6.2461,37.3558,68.4655,326211.072,394755.861,463300.65,36.4143,801.9574,1567.5005,450.1207,514.6232,579.1258
09f7047f0a_L1,True,2,Floor:Dachaufbau Brüstung Dämmung (L1),IfcSlab,Floor:Dachaufbau Brüstung Dämmung,"Wärmedämmung Mineralwolle, 0.035 W/mK",1,0.1,23.15,18.5772,1.7711,66.9476,91.1249,115.3022,3.6697,6.3434,9.017,70.6669,97.4778,124.2887,0.0,0.0,0.0,127696.31,167422.083,207147.856,19.6504,135.4847,251.3191,365.1123,428.5443,491.9762
09f7047f0a_L2,True,2,Floor:Dachaufbau Brüstung Dämmung (L2),IfcSlab,Floor:Dachaufbau Brüstung Dämmung,"Wärmedämmung Mineralwolle, 0.035 W/mK",2,0.1,23.15,18.5772,1.7711,66.9476,91.1249,115.3022,3.6697,6.3434,9.017,70.6669,97.4778,124.2887,0.0,0.0,0.0,127696.31,167422.083,207147.856,19.6504,135.4847,251.3191,365.1123,428.5443,491.9762
c3b0cb3f28,True,3,Floor:Dachaufbau Brüstung Galerie,IfcSlab,Floor:Dachaufbau Brüstung Galerie,Unknown,0,,23.45,16.0204,1.2768,72.252,189.1208,305.9896,8.2345,51.057,93.8795,166.6122,240.306,313.9998,0.0,0.0,0.0,411724.28,764173.08,1116621.88,28.5163,216.1152,403.7141,487.0202,1396.9789,2306.9376
d20d68a4b7_L1,True,3,Floor:Dämmung Galerie (L1),IfcSlab,Floor:Dämmung Galerie,"Wärmedämmung Mineralwolle, 0.035 W/mK",1,0.1,10.5,7.2514,0.6289,30.1797,35.5611,40.9426,3.2019,3.2019,3.2019,33.3707,38.7522,44.1337,0.0,0.0,0.0,59493.94,66525.042,73556.144,89.2409,98.9763,108.7117,137.9178,156.3068,174.6958
d20d68a4b7_L2,True,3,Floor:Dämmung Galerie (L2),IfcSlab,Floor:Dämmung Galerie,"Wärmedämmung Mineralwolle, 0.035 W/mK",2,0.1,10.5,7.2514,0.6289,23.7724,32.3575,40.9426,1.3031,2.2525,3.2019,25.0931,34.6134,44.1337,0.0,0.0,0.0,45343.69,59449.917,73556.144,6.9776,48.1092,89.2409,129.6477,152.1717,174.6958
7f5669cfcb,True,3,Floor:Fensterbank 40mm,IfcSlab,Floor:Fensterbank 40mm,"Holzschalung Horizontal, Nadelholz,  schwarz gestrichen",0,0.04,11.0,2.775,0.0986,3.8687,5.0062,6.1438,1.7881,1.8266,1.865,5.7385,6.8352,7.9319,19.7501,20.214,20.6779,14633.226,18228.675,21824.124,233.3665,255.3764,277.3864,22.8584,29.2415,35.6247
50141ec7a2_L1,True,2,Floor:Funicular Floor (L1),IfcSlab,Floor:Funicular Floor,Spachtelmasse Boden,1,0.01,10.43,51.2144,0.4214,191.9056,364.7807,537.6558,5.887,7.4123,8.9375,197.468,372.1362,546.8044,0.0,0.0,0.0,295738.52,636967.17,978195.82,71.3852,93.0472,114.7093,746.2994,1833.4061,2920.5127
50141ec7a2_L2,True,2,Floor:Funicular Floor (L2),IfcSlab,Floor:Funicular Floor,"Beton, Ortbeton",2,0.35000000000000003,10.43,51.2144,14.7491,2385.6823,2833.0959,3280.5096,418.6573,424.0837,429.51,2804.3396,3262.2526,3720.1655,82.0701,490.8369,899.6037,4286253.6499,5186898.5919,6087543.534,478.4655,10537.3272,20596.189,5914.3655,6761.8975,7609.4294
d43d337978,True,2,Floor:OSB 22mm,IfcSlab,Floor:OSB 22mm,OSB,0,0.022,11.01,57.1101,1.0376,303.2023,303.2023,303.2023,50.0943,50.0943,50.0943,353.4221,353.4221,353.4221,278.7201,278.7201,278.7201,646580.44,646580.44,646580.44,5185.1985,5185.1985,5185.1985,1701.1971,1701.1971,1701.1971
763e457390,True,2,Floor:OSB 25mm,IfcSlab,Floor:OSB 25mm,OSB,0,0.025,10.77,55.7034,1.1662,340.7811,340.7811,340.7811,56.303,56.303,56.303,397.2252,397.2252,397.2252,313.2646,313.2646,313.2646,726717.53,726717.53,726717.53,5827.8513,5827.8513,5827.8513,1912.0432,1912.0432,1912.0432
01982f91ae,True,2,Floor:Perimeterdämmung,IfcSlab,Floor:Perimeterdämmung,Wärmedämmung XPS,0,0.08,6.93,6.93,0.555,73.6713,137.1796,200.688,54.8784,56.8506,58.8228,132.494,194.119,255.744,0.0,0.0,0.0,169044.12,259458.06,349872.0,11.917,18.9985,26.08,485.4307,503.7874,522.144
0a91634d5e,True,10,Holz Träger - rechteckig:Alu Eurotec 40 x 60,IfcBeam,Holz Träger - rechteckig:Alu Eurotec 40 x 60,Aluminum - Flat - Version 1.1,0,,45.703,2.7258,0.1088,778.5075,1221.9056,1665.3037,2.318,2.318,2.318,781.4342,1224.8323,1668.2304,0.0,0.0,0.0,3365728.0,3541331.2,3716934.4,1246.7827,1394.582,1542.3814,2598.9274,5045.6653,7492.4032
4d32a54e8e,True,2,Holz Träger - rechteckig:Holz 60 x 200,IfcBeam,Holz Träger - rechteckig:Holz 60 x 200,Holz - C 24 Cl.1,0,,4.358,0.9592,0.0575,2.8724,4.4947,6.1171,1.0876,1.0966,1.1056,3.96,5.5901,7.2202,11.2815,11.3995,11.5175,10736.6875,14004.9587,17273.23,142.5051,175.0423,207.5796,17.6528,24.3698,31.0868
33340139eb,True,15,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten,IfcMember,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten,"Stahl, 45-34, Pulverbeschichtung schwarz",0,,5.5848,0.728,0.0435,249.2767,249.2767,249.2767,2.3664,2.3664,2.3664,251.6671,251.6671,251.6671,0.0,0.0,0.0,440502.75,440502.75,440502.75,87.0761,87.0761,87.0761,1154.1855,1154.1855,1154.1855
741d9c7f22,True,115,Pfosten rechteckig:Forster 60 x 130,IfcMember,Pfosten rechteckig:Forster 60 x 130,"Stahl, 45-34, Pulverbeschichtung schwarz",0,,70.538,15.3604,0.7284,4174.0962,4174.0962,4174.0962,39.6253,39.6253,39.6253,4214.1218,4214.1218,4214.1218,0.0,0.0,0.0,7376142.6,7376142.6,7376142.6,1458.0747,1458.0747,1458.0747,19326.6372,19326.6372,19326.6372
883fcab506,True,14,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten,IfcMember,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten,"Stahl, 45-34, Pulverbeschichtung schwarz",0,,7.1134,0.6399,0.039,223.4895,223.4895,223.4895,2.1216,2.1216,2.1216,225.6325,225.6325,225.6325,0.0,0.0,0.0,394933.5,394933.5,394933.5,78.0682,78.0682,78.0682,1034.787,1034.787,1034.787
cc9b440faa,True,62,Pfosten rechteckig:Forster 60 x 90,IfcMember,Pfosten rechteckig:Forster 60 x 90,"Stahl, 45-34, Pulverbeschichtung schwarz",0,,66.5142,11.169,0.5121,2934.5891,2934.5891,2934.5891,27.8585,27.8585,27.8585,2962.7289,2962.7289,2962.7289,0.0,0.0,0.0,5185780.65,5185780.65,5185780.65,1025.0962,1025.0962,1025.0962,13587.5493,13587.5493,13587.5493
75762e6adc,True,85,Pfosten rechteckig:ForsterUnico,IfcMember,Pfosten rechteckig:ForsterUnico,"Stahl, 45-34, Pulverbeschichtung schwarz",0,,52.9938,4.2576,0.1922,1101.4021,1101.4021,1101.4021,10.4558,10.4558,10.4558,1111.9635,1111.9635,1111.9635,0.0,0.0,0.0,1946313.3,1946313.3,1946313.3,384.7364,384.7364,384.7364,5099.6426,5099.6426,5099.6426
c658e6abba,True,2,Rohranschluss_Technikschnttelle_Nest:HEI - Rücklauf,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:HEI - Rücklauf,3D-Schnittmaterial,0,,0.38,0.0152,0.0006,1.3104,1.6477,1.9849,1.294,1.5227,1.7514,2.6099,3.1773,3.7447,0.0,0.0,0.0,3303.3,4253.73,5204.16,0.2337,0.3862,0.5388,12.3942,14.3286,16.263
029ca384e1,True,2,Rohranschluss_Technikschnttelle_Nest:HEI - Vorlauf,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:HEI - Vorlauf,3D-Schnittmaterial,0,,0.32,0.0128,0.0005,1.092,1.3731,1.6541,1.0784,1.269,1.4595,2.1749,2.6478,3.1206,0.0,0.0,0.0,2752.75,3544.775,4336.8,0.1947,0.3219,0.449,10.3285,11.9405,13.5525
e610cae9a2,True,7,Systemelement:Contraflam EI30,IfcPlate,Systemelement:Contraflam EI30,Glas EI30,0,,9.89,10.1643,0.4554,413.687,730.3049,1046.9229,36.5915,62.9171,89.2426,450.2785,789.2579,1128.2373,0.0,0.0,0.0,718616.01,1299505.755,1880395.5,106.7252,237.8447,368.9641,1697.4381,3206.8367,4716.2352
e3b11c95ba,True,29,Systemelement:Dämmelement,IfcPlate,Systemelement:Dämmelement,Wärmedämmung druckfest,0,,36.11,16.6486,0.3329,15.9752,68.1759,120.3766,1.6949,17.306,32.9172,17.6643,85.5323,153.4003,0.0,0.0,0.0,31492.34,120676.25,209860.16,7.148,32.3466,57.5451,73.005,193.0986,313.1923
5e3171c413,True,12,Systemelement:SageGlass VSG,IfcPlate,Systemelement:SageGlass VSG,Glas SageGlassClimatop,0,,22.4,29.991,1.5586,5068.479,5068.479,5068.479,392.8821,392.8821,392.8821,5458.362,5458.362,5458.362,0.0,0.0,0.0,9867039.0,9867039.0,9867039.0,2195.3412,2195.3412,2195.3412,21083.673,21083.673,21083.673
2fc8bbc0c1,True,26,Systemelement:SageGlass VSG Sonderform,IfcPlate,Systemelement:SageGlass VSG Sonderform,Glas SageGlassClimatop,0,,40.03,43.7504,1.7642,7393.8176,7393.8176,7393.8176,573.1302,573.1302,573.1302,7962.5728,7962.5728,7962.5728,0.0,0.0,0.0,14393881.6,14393881.6,14393881.6,3202.5293,3202.5293,3202.5293,30756.5312,30756.5312,30756.5312
f235024de1,True,2,TU DF 1 - Pfostenstock Falztüre:DL - 900 x 2130,IfcDoor,TU DF 1 - Pfostenstock Falztüre:DL - 900 x 2130,Unknown,0,,4.7,4.982,0.2155,134.0158,458.0949,782.174,26.853,35.1231,43.3932,160.9186,493.9653,827.012,0.0,30.8884,61.7768,321339.0,947825.5,1574312.0,518.128,772.21,1026.292,702.462,2149.733,3597.004
07OV_Qt_vCaPpDtuenC0bv,False,1,1072_200731_Funicular Floors Vorspannung 3D_kg.3dm:1072_200731_Funicular Floors Vorspannung 3D_kg.3dm:6206686,IfcBuildingElementProxy,1072_200731_Funicular Floors Vorspannung 3D_kg.3dm:1072_200731_Funicular Floors Vorspannung 3D_kg.3dm,Unknown,0,,15.83,83.7407,0.0122,1.9734,2.3434,2.7135,0.3463,0.3508,0.3553,2.3197,2.6985,3.0772,0.0679,0.406,0.7441,3545.4566,4290.4423,5035.428,0.3958,8.7162,17.0365,4.8922,5.5932,6.2943
3F0C$S43P1ZRg2TjWrCk52,False,1,1072_210525_TreppeInnenRevitExport_MK:1072_210525_TreppeInnenRevitExport_MK:7935324,IfcBuildingElementProxy,1072_210525_TreppeInnenRevitExport_MK:1072_210525_TreppeInnenRevitExport_MK,Unknown,0,,0.0,0.0,0.0,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
2P1Lw8yun3pBsrFxTc_j0l,False,1,1072_210621_HiLo_Aussengeländer West_mk:1072_210621_HiLo_Aussengeländer West_mk:7935201,IfcBuildingElementProxy,1072_210621_HiLo_Aussengeländer West_mk:1072_210621_HiLo_Aussengeländer West_mk,Unknown,0,,3.15,3.024,0.0091,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
2P1Lw8yun3pBsrFxTc_j79,False,1,1072_211122_HiLo_TerrasseExportPletscher_MK_001:1072_211122_HiLo_TerrasseExportPletscher_MK_001:7935239,IfcBuildingElementProxy,1072_211122_HiLo_TerrasseExportPletscher_MK_001:1072_211122_HiLo_TerrasseExportPletscher_MK_001,Unknown,0,,13.23,166.4334,7.54,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
0JcKt5yGn6Lx0h6cIR0YC$,False,1,181012_1072_HiLoextendedshapePanelsWiresOnly_rok_MK.3dm:181012_1072_HiLoextendedshapePanelsWiresOnly_rok_MK.3dm:3205382,IfcRoof,181012_1072_HiLoextendedshapePanelsWiresOnly_rok_MK.3dm:181012_1072_HiLoextendedshapePanelsWiresOnly_rok_MK.3dm,<Unnamed>,0,,0.01,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2yJbbEqSPDc8j9KFU1qo7s,False,1,2021-Hilo_ASF_Construction v9_003:2021-Hilo_ASF_Construction v9_003:6549949,IfcBuildingElementProxy,2021-Hilo_ASF_Construction v9_003:2021-Hilo_ASF_Construction v9_003,<Unnamed>,0,,0.0,9.256,0.0561,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
3CfkjHPHr7huZjPEhmDFd6,False,1,Abzug Sprinkler:Abzug Sprinkler:5700206,IfcBuildingElementProxy,Abzug Sprinkler:Abzug Sprinkler,Körpermodell,0,,0.19,0.0095,0.0004,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
34GTDrn6T9bPcoCQwImKAw,False,1,Anschlussgeometrie_FunicularFloorLueftung:Anschlussgeometrie_FunicularFloorLueftung:6210148,IfcBuildingElementProxy,Anschlussgeometrie_FunicularFloorLueftung:Anschlussgeometrie_FunicularFloorLueftung,Unknown,0,,2.12,0.1696,0.0016,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
0AUqYOipD7ohrIsOnF3NOk,False,1,Assembled Stair:Stair:1458173 Landing 1,IfcSlab,Non-Monolithic Landing:Podest - nicht massiv,Stahl,0,,0.96,0.2208,0.0022,12.6071,12.6071,12.6071,0.1197,0.1197,0.1197,12.728,12.728,12.728,0.0,0.0,0.0,22278.3,22278.3,22278.3,4.4039,4.4039,4.4039,58.3726,58.3726,58.3726
0AUqYOipD7ohrIsOnF3NTs,False,1,Assembled Stair:Stair:1458173 Run 1,IfcStairFlight,Non-Monolithic Run:Stahlstufen gefaltet,Stahl,0,,3.915,4.6944,0.0656,375.9208,906.3296,1436.7384,3.5687,3.5687,3.5687,379.5255,910.7067,1441.888,0.0,0.0,0.0,664298.4,1686494.0,2708689.6,131.3148,227.3548,323.3949,1740.5648,2878.6264,4016.688
3R$9pJGeb6MgJpHJQymJSF,False,1,Atikkabrett:Atikkabrett:6717985,IfcSlab,Atikkabrett:Atikkabrett,Massivholz,0,,18.35,116.706,0.1636,6.4864,8.3401,10.1939,2.6798,2.8234,2.9669,9.1387,11.1498,13.1608,30.9891,32.6492,34.3094,29546.16,32878.692,36211.224,460.2477,572.9968,685.7458,32.0885,45.599,59.1095
3R$9pJGeb6MgJpHJQymSjh,False,1,Attika Abdeckung:Attika Abdeckung:6716997,IfcSlab,Attika Abdeckung:Attika Abdeckung,Unknown,0,,8.83,34.6136,0.0719,132.0084,136.3051,140.6019,1.7083,1.8849,2.0615,133.3026,137.983,142.6634,0.0,0.0,0.0,195424.2,205289.4552,215154.7104,80.2404,81.2635,82.2867,354.6775,366.292,377.9064
1lNlPQ7XT5RQ2wbJSTuGUj,False,1,Attikablech Galerie Südost:Attikablech Galerie Südost:6350725,IfcWall,Attikablech Galerie Südost:Attikablech Galerie Südost,Unknown,0,,5.51,3.1958,0.0049,73.4182,150.3229,227.2277,0.1044,0.1863,0.2683,73.55,150.5824,227.6148,0.0,0.0,0.0,164762.5,333996.25,503230.0,68.9366,86.5333,104.1299,326.8888,595.0609,863.233
1lNlPQ7XT5RQ2wbJSTuGdX,False,1,Attikablech Galerie Südwest:Attikablech Galerie Südwest:6351305,IfcWall,Attikablech Galerie Südwest:Attikablech Galerie Südwest,Unknown,0,,8.85,35.8425,0.0097,145.338,297.5781,449.8181,0.2067,0.3689,0.531,145.5989,298.0917,450.5844,0.0,0.0,0.0,326162.5,661176.25,996190.0,136.4664,171.3005,206.1347,647.1064,1177.9777,1708.849
3R$9pJGeb6MgJpHJQymJTA,False,1,Attikabrett:Attikabrett:6718052,IfcSlab,Attikabrett:Attikabrett,Unknown,0,,5.5,3.3,0.0367,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
2b2$zMtOD2SQL3ltF3MWGZ,False,1,Basic Wall:3-Schichtplatte 27mm C+/C:3384320,IfcWall,Basic Wall:3-Schichtplatte 27mm C+/C,3-Schicht-Platte,0,0.027,11.37,5.7987,0.1405,26.3497,26.3497,26.3497,3.5197,3.5197,3.5197,29.8502,29.8502,29.8502,27.5589,27.5589,27.5589,64282.965,64282.965,64282.965,846.4985,846.4985,846.4985,138.7494,138.7494,138.7494
3_kqkSEVjFfA5bkOsNwaii,False,1,Basic Wall:Brandschutzplatte:5251017,IfcWall,Basic Wall:Brandschutzplatte,3-Schicht-Platte,0,0.028,4.72,2.4072,0.052,9.7522,9.7522,9.7522,1.3026,1.3026,1.3026,11.0478,11.0478,11.0478,10.1997,10.1997,10.1997,23791.56,23791.56,23791.56,313.2948,313.2948,313.2948,51.3521,51.3521,51.3521
3D$hiogd117g3okR4n43_p,False,1,Basic Wall:Brandschutzplatte:5421172,IfcWallStandardCase,Basic Wall:Brandschutzplatte,3-Schicht-Platte,0,0.028,3.7,1.8981,0.0531,9.9585,9.9585,9.9585,1.3302,1.3302,1.3302,11.2815,11.2815,11.2815,10.4155,10.4155,10.4155,24294.843,24294.843,24294.843,319.9222,319.9222,319.9222,52.4384,52.4384,52.4384
0XxTIRndPDswCFuTTPaYEK_L1,False,1,Basic Wall:Holzfassade hinterlüftet:1434444 (L1),IfcWallStandardCase,Basic Wall:Holzfassade hinterlüftet,"Holzschalung Vertikal, Nadelholz,  schwarz gestrichen",1,0.02,6.2899,11.9508,0.2384,9.354,12.1044,14.8547,4.3234,4.4163,4.5093,13.8749,16.5265,19.1781,47.7527,48.8744,49.9961,35380.944,44074.2,52767.456,564.2451,617.462,670.6788,55.2683,70.7017,86.1351
0XxTIRndPDswCFuTTPaYEK_L2,False,1,Basic Wall:Holzfassade hinterlüftet:1434444 (L2),IfcWallStandardCase,Basic Wall:Holzfassade hinterlüftet,Luft,2,0.03,6.2899,11.9508,0.3576,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
