Id,Compiled,Elements Compiled,Name,Entity,ObjectType,Material Descriptor,Layer Number,Layer Thickness [m],Length [m],Largest Surface Area [m^2],Volume [m^3],GWPbiogenic (min),GWPbiogenic (mean),GWPbiogenic (max),GWPfossil (min),GWPfossil (mean),GWPfossil (max),GWPtotal (min),GWPtotal (mean),GWPtotal (max),GWPtotal (A1-A3) (min),GWPtotal (A1-A3) (mean),GWPtotal (A1-A3) (max),GWPtotal (A4) (min),GWPtotal (A4) (mean),GWPtotal (A4) (max),GWPtotal (A5) (min),GWPtotal (A5) (mean),GWPtotal (A5) (max),GWPtotal (C1) (min),GWPtotal (C1) (mean),GWPtotal (C1) (max),GWPtotal (C2) (min),GWPtotal (C2) (mean),GWPtotal (C2) (max),GWPtotal (C3) (min),GWPtotal (C3) (mean),GWPtotal (C3) (max),GWPtotal (C4) (min),GWPtotal (C4) (mean),GWPtotal (C4) (max)
38ad939f44,True,2,Floor:3-Schichtplatte 27mm B/C Rinnen (2),IfcSlab,Floor:3-Schichtplatte 27mm B/C Rinnen,3-Schicht-Platte,0,,10.56,5.742,0.1493,-120.3998,-60.0842,0.2315,45.7336,35.8317,25.9298,23.7255,25.0845,26.4435,-98.3916,-95.0752,-91.7587,0.0,0.0,0.0,0.1301,0.065,0.0,0.0,0.0,0.0,0.1004,0.1702,0.24,121.8866,119.9244,117.9621,0.0,0.0,0.0
bea71849e1,True,3,Floor:Betonauflager,IfcSlab,Floor:Betonauflager,Beton,0,0.29,4.56,4.0436,1.1225,0.6852,2.1368,3.5885,203.9358,331.4507,458.9656,204.7664,333.4487,462.131,182.4062,299.2585,416.1108,0.0,0.0,0.0,0.0,0.0,0.0,3.7267,15.165,26.6032,11.5618,13.5823,15.6028,7.0717,5.3823,3.693,0.0,0.0606,0.1212
09f7047f0a_L1,True,2,Floor:Dachaufbau Brüstung Dämmung (L1),IfcSlab,Floor:Dachaufbau Brüstung Dämmung,"Wärmedämmung Mineralwolle, 0.035 W/mK",1,0.1,23.15,18.5772,1.7711,2.1091,1.8633,1.6175,235.3645,294.6135,353.8625,237.6263,296.6766,355.727,229.9115,286.2389,342.5664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6413,0.8677,1.094,4.5412,6.144,7.7468,2.5323,3.426,4.3197
09f7047f0a_L2,True,2,Floor:Dachaufbau Brüstung Dämmung (L2),IfcSlab,Floor:Dachaufbau Brüstung Dämmung,"Wärmedämmung Mineralwolle, 0.035 W/mK",2,0.1,23.15,18.5772,1.7711,2.1091,3.3893,4.6695,235.3645,242.7312,250.098,237.6263,246.3184,255.0105,229.9115,221.9312,213.951,0.0,1.9334,3.8669,0.0,16.3876,32.7752,0.0,0.0,0.0,0.6413,0.5892,0.5371,4.5412,2.2706,0.0,2.5323,3.2062,3.8802
c3b0cb3f28,True,3,Floor:Dachaufbau Brüstung Galerie,IfcSlab,Floor:Dachaufbau Brüstung Galerie,Unknown,0,,23.45,16.0204,1.2768,9.1621,-5.6091,-20.3803,763.5124,894.6609,1025.8095,438.7952,491.8311,544.867,334.8264,398.163,461.4996,26.5939,13.297,0.0,0.0,0.0,0.0,55.9112,55.9574,56.0036,16.501,19.1116,21.7222,4.8061,4.7284,4.6507,0.1567,0.5738,0.9909
d20d68a4b7_L1,True,3,Floor:Dämmung Galerie (L1),IfcSlab,Floor:Dämmung Galerie,"Wärmedämmung Mineralwolle, 0.035 W/mK",1,0.1,10.5,7.2514,0.6289,0.7489,0.7489,0.7489,83.5756,83.5756,83.5756,84.3788,84.3788,84.3788,81.6393,81.6393,81.6393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2277,0.2277,0.2277,1.6126,1.6126,1.6126,0.8992,0.8992,0.8992
d20d68a4b7_L2,True,3,Floor:Dämmung Galerie (L2),IfcSlab,Floor:Dämmung Galerie,"Wärmedämmung Mineralwolle, 0.035 W/mK",2,0.1,10.5,7.2514,0.6289,0.7489,0.7489,0.7489,83.5756,83.5756,83.5756,84.3788,84.3788,84.3788,81.6393,81.6393,81.6393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2277,0.2277,0.2277,1.6126,1.6126,1.6126,0.8992,0.8992,0.8992
7f5669cfcb,True,3,Floor:Fensterbank 40mm,IfcSlab,Floor:Fensterbank 40mm,"Holzschalung Horizontal, Nadelholz,  schwarz gestrichen",0,0.04,11.0,2.775,0.0986,-78.9554,-39.4337,0.0879,7.5968,9.7991,12.0013,4.3273,8.2644,12.2015,-75.6859,-71.7726,-67.8593,0.0,0.0,0.0,0.2792,0.1396,0.0,0.0,0.0,0.0,0.0625,0.1121,0.1617,79.6715,79.7853,79.8991,0.0,0.0,0.0
50141ec7a2_L1,True,2,Floor:Funicular Floor (L1),IfcSlab,Floor:Funicular Floor,Spachtelmasse Boden,1,0.01,10.43,51.2144,0.4214,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
50141ec7a2_L2,True,2,Floor:Funicular Floor (L2),IfcSlab,Floor:Funicular Floor,"Beton, Ortbeton",2,0.35000000000000003,10.43,51.2144,14.7491,9.0029,28.0767,47.1505,2679.6165,4355.0995,6030.5825,2690.5308,4381.3529,6072.175,2396.7288,3932.1101,5467.4914,0.0,0.0,0.0,0.0,0.0,0.0,48.967,199.2603,349.5537,151.9157,178.4641,205.0125,92.9193,70.7219,48.5245,0.0,0.7964,1.5929
d43d337978,True,2,Floor:OSB 22mm,IfcSlab,Floor:OSB 22mm,OSB,0,0.022,11.01,57.1101,1.0376,8.1231,4.0616,-0.0,277.3518,346.284,415.2162,286.5784,351.9703,417.3623,-1265.5517,-974.175,-682.7983,32.8043,40.1713,47.5382,119.324,68.2884,17.2528,0.0262,0.0131,0.0,5.4412,6.0402,6.6391,934.8776,981.804,1028.7305,459.6568,229.8284,0.0
763e457390,True,2,Floor:OSB 25mm,IfcSlab,Floor:OSB 25mm,OSB,0,0.025,10.77,55.7034,1.1662,9.1299,4.5649,-0.0,311.7268,389.2024,466.678,322.0969,395.5935,469.0901,-1422.404,-1094.9141,-767.4242,36.8701,45.1501,53.4301,134.113,76.752,19.3911,0.0295,0.0147,0.0,6.1156,6.7888,7.462,1050.7462,1103.4887,1156.2312,516.6266,258.3133,0.0
01982f91ae,True,2,Floor:Perimeterdämmung,IfcSlab,Floor:Perimeterdämmung,Wärmedämmung XPS,0,0.08,6.93,6.93,0.555,0.7224,0.4843,0.2462,192.2354,173.2264,154.2175,93.8764,124.2114,154.5464,30.1041,51.0705,72.0368,0.2808,1.0451,1.8093,1.1576,1.1616,1.1655,0.0,0.0,0.0,0.2744,0.2304,0.1865,60.7863,69.2431,77.7,1.2732,1.4608,1.6484
0a91634d5e,True,10,Holz Träger - rechteckig:Alu Eurotec 40 x 60,IfcBeam,Holz Träger - rechteckig:Alu Eurotec 40 x 60,Aluminum - Flat - Version 1.1,0,,45.703,2.7258,0.1088,0.0127,-2.306,-4.6248,1.9375,1604.12,3206.3026,1.9991,1602.166,3202.3328,1.9076,1601.4944,3201.0813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.6275,1.2514,0.0863,0.0432,0.0,0.0017,0.0008,0.0
4d32a54e8e,True,2,Holz Träger - rechteckig:Holz 60 x 200,IfcBeam,Holz Träger - rechteckig:Holz 60 x 200,Holz - C 24 Cl.1,0,,4.358,0.9592,0.0575,0.3213,0.2138,0.1064,4.1358,8.7441,13.3525,4.4759,9.0058,13.5357,-40.6719,-38.4304,-36.1888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0845,0.094,0.1036,45.0633,47.3421,49.6209,0.0,0.0,0.0
33340139eb,True,15,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten,IfcMember,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten,"Stahl, 45-34, Pulverbeschichtung schwarz",0,,5.5848,0.728,0.0435,0.4402,4.6702,8.9001,379.5618,667.3751,955.1885,379.1998,663.8477,948.4956,358.5487,620.9723,883.3958,2.865,22.7747,42.6844,0.2247,0.1124,0.0,0.2247,0.7287,1.2327,2.8923,2.5526,2.2128,14.4444,16.6981,18.9519,0.0,0.009,0.018
741d9c7f22,True,115,Pfosten rechteckig:Forster 60 x 130,IfcMember,Pfosten rechteckig:Forster 60 x 130,"Stahl, 45-34, Pulverbeschichtung schwarz",0,,70.538,15.3604,0.7284,7.3706,78.2009,149.0312,6355.6962,11175.0811,15994.4659,6349.6351,11116.015,15882.3949,6003.837,10398.0739,14792.3108,47.9735,381.358,714.7425,3.7624,1.8812,0.0,3.7624,12.2021,20.6418,48.431,42.7416,37.0523,241.8689,279.6073,317.3457,0.0,0.151,0.3019
883fcab506,True,14,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten,IfcMember,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten,"Stahl, 45-34, Pulverbeschichtung schwarz",0,,7.1134,0.6399,0.039,0.3946,4.187,7.9794,340.2967,598.3363,856.3759,339.9722,595.1738,850.3753,321.4575,556.7337,792.01,2.5686,20.4186,38.2687,0.2014,0.1007,0.0,0.2014,0.6533,1.1052,2.5931,2.2885,1.9839,12.9501,14.9707,16.9913,0.0,0.0081,0.0162
cc9b440faa,True,62,Pfosten rechteckig:Forster 60 x 90,IfcMember,Pfosten rechteckig:Forster 60 x 90,"Stahl, 45-34, Pulverbeschichtung schwarz",0,,66.5142,11.169,0.5121,5.1819,54.979,104.7761,4468.358,7856.6159,11244.8737,4464.0969,7815.0896,11166.0824,4220.9843,7310.3427,10399.7012,33.7277,268.1129,502.4981,2.6452,1.3226,0.0,2.6452,8.5786,14.5121,34.0493,30.0494,26.0495,170.0454,196.5773,223.1092,0.0,0.1061,0.2123
75762e6adc,True,85,Pfosten rechteckig:ForsterUnico,IfcMember,Pfosten rechteckig:ForsterUnico,"Stahl, 45-34, Pulverbeschichtung schwarz",0,,52.9938,4.2576,0.1922,1.9448,20.6346,39.3243,1677.0522,2948.7241,4220.3959,1675.4529,2933.1385,4190.8241,1584.2085,2743.6982,3903.188,12.6586,100.6274,188.5962,0.9928,0.4964,0.0,0.9928,3.2197,5.4467,12.7793,11.2781,9.7768,63.821,73.7789,83.7367,0.0,0.0398,0.0797
c658e6abba,True,2,Rohranschluss_Technikschnttelle_Nest:HEI - Rücklauf,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:HEI - Rücklauf,3D-Schnittmaterial,0,,0.38,0.0152,0.0006,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
029ca384e1,True,2,Rohranschluss_Technikschnttelle_Nest:HEI - Vorlauf,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:HEI - Vorlauf,3D-Schnittmaterial,0,,0.32,0.0128,0.0005,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
e610cae9a2,True,7,Systemelement:Contraflam EI30,IfcPlate,Systemelement:Contraflam EI30,Glas EI30,0,,9.89,10.1643,0.4554,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
e3b11c95ba,True,29,Systemelement:Dämmelement,IfcPlate,Systemelement:Dämmelement,Wärmedämmung druckfest,0,,36.11,16.6486,0.3329,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
5e3171c413,True,12,Systemelement:SageGlass VSG,IfcPlate,Systemelement:SageGlass VSG,Glas SageGlassClimatop,0,,22.4,29.991,1.5586,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
2fc8bbc0c1,True,26,Systemelement:SageGlass VSG Sonderform,IfcPlate,Systemelement:SageGlass VSG Sonderform,Glas SageGlassClimatop,0,,40.03,43.7504,1.7642,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
f235024de1,True,2,TU DF 1 - Pfostenstock Falztüre:DL - 900 x 2130,IfcDoor,TU DF 1 - Pfostenstock Falztüre:DL - 900 x 2130,Unknown,0,,4.7,4.982,0.2155,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
07OV_Qt_vCaPpDtuenC0bv,False,1,1072_200731_Funicular Floors Vorspannung 3D_kg.3dm:1072_200731_Funicular Floors Vorspannung 3D_kg.3dm:6206686,IfcBuildingElementProxy,1072_200731_Funicular Floors Vorspannung 3D_kg.3dm:1072_200731_Funicular Floors Vorspannung 3D_kg.3dm,Unknown,0,,15.83,83.7407,0.0122,0.0069,0.0229,0.039,3.5911,4.2897,4.9883,3.6056,4.3141,5.0227,3.355,3.9387,4.5225,0.1586,0.0793,0.0,0.0107,0.0053,0.0,0.0405,0.1648,0.2891,0.1257,0.1477,0.1696,0.0616,0.0508,0.0401,0.0,0.0006,0.0013
3F0C$S43P1ZRg2TjWrCk52,False,1,1072_210525_TreppeInnenRevitExport_MK:1072_210525_TreppeInnenRevitExport_MK:7935324,IfcBuildingElementProxy,1072_210525_TreppeInnenRevitExport_MK:1072_210525_TreppeInnenRevitExport_MK,Unknown,0,,0.0,0.0,0.0,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
2P1Lw8yun3pBsrFxTc_j0l,False,1,1072_210621_HiLo_Aussengeländer West_mk:1072_210621_HiLo_Aussengeländer West_mk:7935201,IfcBuildingElementProxy,1072_210621_HiLo_Aussengeländer West_mk:1072_210621_HiLo_Aussengeländer West_mk,Unknown,0,,3.15,3.024,0.0091,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
2P1Lw8yun3pBsrFxTc_j79,False,1,1072_211122_HiLo_TerrasseExportPletscher_MK_001:1072_211122_HiLo_TerrasseExportPletscher_MK_001:7935239,IfcBuildingElementProxy,1072_211122_HiLo_TerrasseExportPletscher_MK_001:1072_211122_HiLo_TerrasseExportPletscher_MK_001,Unknown,0,,13.23,166.4334,7.54,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
0JcKt5yGn6Lx0h6cIR0YC$,False,1,181012_1072_HiLoextendedshapePanelsWiresOnly_rok_MK.3dm:181012_1072_HiLoextendedshapePanelsWiresOnly_rok_MK.3dm:3205382,IfcRoof,181012_1072_HiLoextendedshapePanelsWiresOnly_rok_MK.3dm:181012_1072_HiLoextendedshapePanelsWiresOnly_rok_MK.3dm,<Unnamed>,0,,0.01,0.0001,0.0,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
2yJbbEqSPDc8j9KFU1qo7s,False,1,2021-Hilo_ASF_Construction v9_003:2021-Hilo_ASF_Construction v9_003:6549949,IfcBuildingElementProxy,2021-Hilo_ASF_Construction v9_003:2021-Hilo_ASF_Construction v9_003,<Unnamed>,0,,0.0,9.256,0.0561,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
3CfkjHPHr7huZjPEhmDFd6,False,1,Abzug Sprinkler:Abzug Sprinkler:5700206,IfcBuildingElementProxy,Abzug Sprinkler:Abzug Sprinkler,Körpermodell,0,,0.19,0.0095,0.0004,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
34GTDrn6T9bPcoCQwImKAw,False,1,Anschlussgeometrie_FunicularFloorLueftung:Anschlussgeometrie_FunicularFloorLueftung:6210148,IfcBuildingElementProxy,Anschlussgeometrie_FunicularFloorLueftung:Anschlussgeometrie_FunicularFloorLueftung,Unknown,0,,2.12,0.1696,0.0016,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
0AUqYOipD7ohrIsOnF3NOk,False,1,Assembled Stair:Stair:1458173 Landing 1,IfcSlab,Non-Monolithic Landing:Podest - nicht massiv,Stahl,0,,0.96,0.2208,0.0022,0.0539,0.252,0.4501,18.5244,33.4164,48.3084,18.6771,33.3235,47.9699,17.9608,31.3192,44.6775,0.1449,1.1518,2.1587,0.0114,0.0057,0.0,0.0114,0.0369,0.0623,0.1463,0.1291,0.1119,0.4024,0.6804,0.9585,0.0,0.0004,0.0009
0AUqYOipD7ohrIsOnF3NTs,False,1,Assembled Stair:Stair:1458173 Run 1,IfcStairFlight,Non-Monolithic Run:Stahlstufen gefaltet,Stahl,0,,3.915,4.6944,0.0656,0.0312,0.3124,0.5936,77.9479,746.1186,1414.2893,78.013,746.7541,1415.4952,77.8794,745.5126,1413.1458,0.0,0.0,0.0,0.0,0.0,0.0,0.0088,0.0822,0.1556,0.1247,1.1592,2.1938,0.0,0.0,0.0,0.0,0.0,0.0
3R$9pJGeb6MgJpHJQymJSF,False,1,Atikkabrett:Atikkabrett:6717985,IfcSlab,Atikkabrett:Atikkabrett,Massivholz,0,,18.35,116.706,0.1636,0.3647,0.2553,0.1459,5.4366,12.6748,19.913,5.8251,13.0351,20.2451,-119.0079,-115.8011,-112.5942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2374,0.2529,0.2684,124.5957,128.5833,132.5709,0.0,0.0,0.0
3R$9pJGeb6MgJpHJQymSjh,False,1,Attika Abdeckung:Attika Abdeckung:6716997,IfcSlab,Attika Abdeckung:Attika Abdeckung,Unknown,0,,8.83,34.6136,0.0719,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
1lNlPQ7XT5RQ2wbJSTuGUj,False,1,Attikablech Galerie Südost:Attikablech Galerie Südost:6350725,IfcWall,Attikablech Galerie Südost:Attikablech Galerie Südost,Unknown,0,,5.51,3.1958,0.0049,0.001,0.2893,0.5775,69.0157,105.4821,141.9486,69.0415,105.7971,142.5527,67.441,104.9686,142.4963,0.0534,0.0267,0.0,1.1794,0.5897,0.0,0.3411,0.1706,0.0,0.0267,0.0416,0.0564,0.0,0.0,0.0,0.0,0.0,0.0
1lNlPQ7XT5RQ2wbJSTuGdX,False,1,Attikablech Galerie Südwest:Attikablech Galerie Südwest:6351305,IfcWall,Attikablech Galerie Südwest:Attikablech Galerie Südwest,Unknown,0,,8.85,35.8425,0.0097,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
3R$9pJGeb6MgJpHJQymJTA,False,1,Attikabrett:Attikabrett:6718052,IfcSlab,Attikabrett:Attikabrett,Unknown,0,,5.5,3.3,0.0367,1.8873,1.8873,1.8873,157.2739,157.2739,157.2739,90.3863,90.3863,90.3863,68.97,68.97,68.97,5.478,5.478,5.478,0.0,0.0,0.0,11.517,11.517,11.517,3.399,3.399,3.399,0.99,0.99,0.99,0.0323,0.0323,0.0323
2b2$zMtOD2SQL3ltF3MWGZ,False,1,Basic Wall:3-Schichtplatte 27mm C+/C:3384320,IfcWall,Basic Wall:3-Schichtplatte 27mm C+/C,3-Schicht-Platte,0,0.027,11.37,5.7987,0.1405,0.2178,0.2178,0.2178,24.4015,24.4015,24.4015,24.8848,24.8848,24.8848,-86.3503,-86.3503,-86.3503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2259,0.2259,0.2259,111.0092,111.0092,111.0092,0.0,0.0,0.0
3_kqkSEVjFfA5bkOsNwaii,False,1,Basic Wall:Brandschutzplatte:5251017,IfcWall,Basic Wall:Brandschutzplatte,3-Schicht-Platte,0,0.028,4.72,2.4072,0.052,-41.9343,-20.9269,0.0806,15.9287,12.4799,9.0312,8.2634,8.7367,9.21,-34.269,-33.1139,-31.9588,0.0,0.0,0.0,0.0453,0.0226,0.0,0.0,0.0,0.0,0.035,0.0593,0.0836,42.4521,41.7687,41.0853,0.0,0.0,0.0
3D$hiogd117g3okR4n43_p,False,1,Basic Wall:Brandschutzplatte:5421172,IfcWallStandardCase,Basic Wall:Brandschutzplatte,3-Schicht-Platte,0,0.028,3.7,1.8981,0.0531,-42.8213,-21.3695,0.0823,16.2656,12.7439,9.2222,8.4382,8.9215,9.4049,-34.9939,-33.8144,-32.6349,0.0,0.0,0.0,0.0463,0.0232,0.0,0.0,0.0,0.0,0.0357,0.0606,0.0854,43.3502,42.6523,41.9544,0.0,0.0,0.0
0XxTIRndPDswCFuTTPaYEK_L1,False,1,Basic Wall:Holzfassade hinterlüftet:1434444 (L1),IfcWallStandardCase,Basic Wall:Holzfassade hinterlüftet,"Holzschalung Vertikal, Nadelholz,  schwarz gestrichen",1,0.02,6.2899,11.9508,0.2384,-189.8335,-190.4554,-191.0772,29.1069,32.42,35.733,15.9878,17.6882,19.3885,-176.7145,-175.7236,-174.7327,0.0,0.0,0.0,1.1072,1.6592,2.2112,0.0,0.0,0.0,0.1502,0.1503,0.1505,191.4448,191.6021,191.7595,0.0,0.0,0.0
0XxTIRndPDswCFuTTPaYEK_L2,False,1,Basic Wall:Holzfassade hinterlüftet:1434444 (L2),IfcWallStandardCase,Basic Wall:Holzfassade hinterlüftet,Luft,2,0.03,6.2899,11.9508,0.3576,-286.3535,-143.0173,0.3189,27.5519,35.5391,43.5262,15.6941,29.9731,44.2521,-274.4957,-260.3031,-246.1105,0.0,0.0,0.0,1.0125,0.5062,0.0,0.0,0.0,0.0,0.2268,0.4067,0.5866,288.9505,289.3632,289.776,0.0,0.0,0.0
0XxTIRndPDswCFuTTPaYEK_L3,False,1,Basic Wall:Holzfassade hinterlüftet:1434444 (L3),IfcWallStandardCase,Basic Wall:Holzfassade hinterlüftet,Luft,3,0.04,6.2899,11.9508,0.4768,-381.8046,-193.4916,-5.1787,36.7358,50.9314,65.1269,20.9254,40.7355,60.5455,-365.9942,-370.8999,-375.8055,0.0,0.0,0.0,1.35,0.675,0.0,0.0,0.0,0.0,0.3023,0.5968,0.8912,385.2673,410.3635,435.4597,0.0,0.0,0.0
1dVujdEGf0jAkYJBqtyZ1W,False,1,Basic Wall:Technikschnittstelle:6225020,IfcWall,Basic Wall:Technikschnittstelle,Gipsfaserplatte,0,0.025,3.55,5.2895,0.1317,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
08$9xERYLE6RtehkhfI5yK,False,1,Basic Wall:Wärmedämmung_Mineralwolle_80:2896771,IfcWallStandardCase,Basic Wall:Wärmedämmung_Mineralwolle_80,"Wärmedämmung Mineralwolle, 0.035 W/mK",0,0.08,0.124,0.3255,0.0244,0.0122,0.0382,0.0643,1.6787,2.5621,3.4455,1.6921,2.6026,3.5132,1.6342,2.2908,2.9475,0.0,0.0267,0.0533,0.0,0.2258,0.4515,0.0,0.0,0.0,0.0048,0.0061,0.0074,0.0341,0.017,0.0,0.019,0.0362,0.0535
